Sample ID,Side/ Trap #,Watershed,Date,Dipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,Dipteran_Small,Terrestrial_Small,Caddisfly_Small,Other_Small,,month,day, year
ST200736,B,4,7/20/2020,1,3,,,,4,18,,,12,,7,20,2020
ST200737,A,4,7/20/2020,,,,,,,2,,,9,,7,20,2020
ST200737,B,4,7/20/2020,2,,1,,,4,8,,,9,,7,20,2020
ST200738,A,4,7/20/2020,,1,,,,2,21,,,7,,7,20,2020
ST200738,B,4,7/20/2020,,,,,1,4,6,,,12,,7,20,2020
ST200739,A,4,7/20/2020,,4,,,,1,16,,,8,,7,20,2020
ST200739,B,4,7/20/2020,4,,,,,3,14,,,6,,7,20,2020
ST200740,A,4,7/20/2020,1,,,,2,4,5,,,6,,7,20,2020
ST200740,B,4,7/20/2020,1,,,,,7,8,,,8,,7,20,2020
ST200366,A,2,5/18/2020,1,,1,,,1,63,21,,47,,5,18,2020
ST200366,B,2,5/18/2020,1,,,,,1,16,4,,30,,5,18,2020
ST200367,A,2,5/18/2020,,2,,,,,74,10,,19,,5,18,2020
ST200367,B,2,5/18/2020,1,3,,,,1,85,14,,29,,5,18,2020
ST200368,A,2,5/18/2020,,,,,,,49,10,,22,,5,18,2020
ST200368,B,2,5/18/2020,,1,,,,1,91,10,,43,,5,18,2020
ST200369,A,2,5/18/2020,,,,,1,1,82,4,,64,,5,18,2020
ST200369,B,2,5/18/2020,,,,,,2,87,12,,57,,5,18,2020
ST200370,A,2,5/18/2020,1,,,,,1,39,9,,36,,5,18,2020
ST200370,B,2,5/18/2020,,,,,,6,68,9,,47,,5,18,2020
ST200406,A,2,5/26/2020,,,,,1,9,91,6,,37,,5,26,2020
ST200406,B,2,5/26/2020,,1,,,,1,58,19,,45,,5,26,2020
ST200407,A,2,5/26/2020,,1,,,,2,76,11,,38,,5,26,2020
ST200407,B,2,5/26/2020,1,,,,,6,44,3,,26,,5,26,2020
ST200408,A,2,5/26/2020,,1,,,1,7,124,6,,70,,5,26,2020
ST200408,B,2,5/26/2020,1,2,,,,4,92,9,,57,,5,26,2020
ST200409,A,2,5/26/2020,1,,,,2,2,81,11,,47,,5,26,2020
ST200409,B,2,5/26/2020,1,,,,3,4,128,18,,58,,5,26,2020
ST200410,A,2,5/26/2020,,,,,,5,49,3,,32,,5,26,2020
ST200410,B,2,5/26/2020,1,,,,,3,65,12,,48,,5,26,2020
ST200446,A,2,6/1/2020,,,,,2,1,27,2,,19,,6,1,2020
ST200446,B,2,6/1/2020,,,,,1,5,48,4,,18,,6,1,2020
ST200447,A,2,6/1/2020,,,,,4,6,53,4,,33,,6,1,2020
ST200447,B,2,6/1/2020,,,,,2,3,49,,,32,,6,1,2020
ST200448,A,2,6/1/2020,,1,,,,4,56,2,,23,,6,1,2020
ST200448,B,2,6/1/2020,1,,,,2,1,64,1,,17,,6,1,2020
ST200449,A,2,6/1/2020,,,,,2,,40,,,17,,6,1,2020
ST200449,B,2,6/1/2020,,,,,1,,68,,,23,,6,1,2020
ST200450,A,2,6/1/2020,,2,,,,3,60,,,18,,6,1,2020
ST200450,B,2,6/1/2020,,3,,,2,1,44,4,,27,,6,1,2020
ST200566,A,2,6/22/2020,,,1,,,6,20,8,1,15,,6,22,2020
ST200566,B,2,6/22/2020,2,1,,,2,12,79,14,,63,,6,22,2020
ST200567,A,2,6/22/2020,3,3,3,,1,13,38,8,,19,,6,22,2020
ST200567,B,2,6/22/2020,3,,,,,8,25,3,,17,,6,22,2020
ST200568,A,2,6/22/2020,4,2,1,,,7,29,10,,15,,6,22,2020
ST200568,B,2,6/22/2020,6,6,4,,,5,21,13,,15,,6,22,2020
ST200569,A,2,6/22/2020,2,3,9,,,26,33,21,,11,,6,22,2020
ST200569,B,2,6/22/2020,5,2,1,,,9,17,34,,12,,6,22,2020
ST200570,A,2,6/22/2020,3,5,2,,1,18,70,32,,23,,6,22,2020
ST200570,B,2,6/22/2020,2,5,2,,2,10,18,10,,20,,6,22,2020
,1,3,6/4/2018,1,4,,,1,6,34,6,,22,,6,4,2018
,2,3,6/4/2018,4,3,,,1,5,35,11,,19,,6,4,2018
,3,3,6/4/2018,,5,,,,10,40,14,,22,,6,4,2018
,4,3,6/4/2018,,1,,,,2,28,4,,11,,6,4,2018
,5,3,6/4/2018,,1,,,,5,76,3,,57,,6,4,2018
,6,3,6/4/2018,2,2,,,3,3,93,2,1,31,,6,4,2018
,7,3,6/4/2018,1,2,,,1,9,62,2,,16,,6,4,2018
,8,3,6/4/2018,3,1,1,,,8,122,5,,19,,6,4,2018
,9,3,6/4/2018,,,,,1,1,50,2,,11,,6,4,2018
,10,3,6/4/2018,2,,,,,2,74,6,6,37,,6,4,2018
ST200696,A,4,7/13/2020,,,,,,6,7,,,7,,7,13,2020
ST200696,B,4,7/13/2020,1,,,,,5,10,,,4,,7,13,2020
ST200697,A,4,7/13/2020,1,,,,,,6,,,12,,7,13,2020
ST200697,B,4,7/13/2020,3,1,,,,3,22,,,16,,7,13,2020
ST200698,A,4,7/13/2020,1,,,,,1,1,,,4,,7,13,2020
ST200698,B,4,7/13/2020,,,,,,1,,,,1,,7,13,2020
ST200699,A,4,7/13/2020,1,,,,,3,13,,,11,,7,13,2020
ST200699,B,4,7/13/2020,4,,,,,3,7,,,4,,7,13,2020
ST200700,A,4,7/13/2020,,,,,,5,,,,1,,7,13,2020
ST200700,B,4,7/13/2020,,,,,,2,,,,2,,7,13,2020
ST200656,A,4,7/6/2020,7,1,,,,4,12,,,15,,7,6,2020
ST200656,B,4,7/6/2020,3,2,,,,10,16,,,12,,7,6,2020
ST200657,A,4,7/6/2020,1,1,,,,,11,,,10,,7,6,2020
ST200657,B,4,7/6/2020,4,,,,,3,16,,,14,,7,6,2020
ST200658,A,4,7/6/2020,5,,,,,1,22,,,9,,7,6,2020
ST200658,B,4,7/6/2020,1,2,,,,3,5,,,9,,7,6,2020
ST200659,A,4,7/6/2020,3,1,,,,5,17,,,8,,7,6,2020
ST200659,B,4,7/6/2020,1,2,,,,2,5,,,15,,7,6,2020
ST200660,A,4,7/6/2020,1,,,,,4,5,,,11,,7,6,2020
ST200660,B,4,7/6/2020,2,4,,,,3,9,,,16,,7,6,2020
ST200616,A,4,6/29/2020,2,1,,,,8,14,,,14,,6,29,2020
ST200616,B,4,6/29/2020,1,,,,,8,13,,,9,,6,29,2020
ST200617,A,4,6/29/2020,,1,1,,,4,17,,,24,,6,29,2020
ST200617,B,4,6/29/2020,,,,,,4,10,4,,25,,6,29,2020
ST200618,A,4,6/29/2020,3,,,,,8,26,2,,18,,6,29,2020
ST200618,B,4,6/29/2020,,,,,,9,29,,,41,,6,29,2020
ST200619,A,4,6/29/2020,,,,,,2,4,2,,22,,6,29,2020
ST200619,B,4,6/29/2020,1,,,,,8,13,1,,29,,6,29,2020
ST200620,A,4,6/29/2020,1,3,,,,7,20,,,23,,6,29,2020
ST200620,B,4,6/29/2020,,1,,,,6,26,4,,18,,6,29,2020
ST200576,A,4,6/22/2020,1,23,,,2,6,14,28,,31,,,,
ST200576,B,4,6/22/2020,,25,1,,3,12,18,61,,29,,,,
ST200577,A,4,6/22/2020,,,,,2,3,13,2,,17,,,,
ST200577,B,4,6/22/2020,2,2,1,,2,16,34,7,,28,,,,
ST200578,A,4,6/22/2020,3,5,,,4,16,48,1,,9,,,,
ST200578,B,4,6/22/2020,2,1,,,3,7,20,3,,11,,,,
ST200579,A,4,6/22/2020,1,4,,,1,8,17,18,,23,,,,
ST200579,B,4,6/22/2020,6,3,1,,3,12,25,25,,18,,,,
ST200580,A,4,6/22/2020,2,7,,,3,6,16,33,,27,,,,
ST200580,B,4,6/22/2020,2,2,1,,4,5,36,27,,14,,,,
ST200536,A,4,6/15/2020,,2,2,,,3,23,,,4,,,,
ST200536,B,4,6/15/2020,,2,,,1,4,16,5,,5,,,,
ST200537,A,4,6/15/2020,2,,,,2,3,24,7,,15,,,,
ST200537,B,4,6/15/2020,,7,,,3,5,11,15,,14,,,,
ST200538,A,4,6/15/2020,3,1,,,,,8,,,6,,,,
ST200538,B,4,6/15/2020,,,,,,5,25,,,15,,,,
ST200539,A,4,6/15/2020,1,,,,2,2,15,,,8,,,,
ST200539,B,4,6/15/2020,,,,,,7,18,3,,6,,,,
ST200540,A,4,6/15/2020,,3,,,1,2,21,1,,8,,,,
ST200540,B,4,6/15/2020,1,,,,,4,21,4,,7,,,,
ST200496,A,4,6/8/2020,3,,,,,,26,1,,21,,,,
ST200496,B,4,6/8/2020,5,1,,,,4,35,1,,16,,,,
ST200497,A,4,6/8/2020,2,,,,1,4,21,5,,6,,,,
ST200497,B,4,6/8/2020,1,1,,,3,3,23,,,11,,,,
ST200498,A,4,6/8/2020,,1,,,,2,15,1,,4,,,,
ST200498,B,4,6/8/2020,2,2,,,2,2,40,,,15,,,,
ST200499,A,4,6/8/2020,2,1,1,,,1,16,5,,14,,,,
ST200499,B,4,6/8/2020,3,,,,1,2,18,1,,21,,,,
ST200500,A,4,6/8/2020,1,1,1,,1,4,29,2,,17,,,,
ST200500,B,4,6/8/2020,1,,,,,3,28,1,,9,,,,
ST200456,A,4,6/1/2020,7,,,,2,4,16,11,,19,,,,
ST200456,B,4,6/1/2020,1,1,,,1,1,16,19,,12,,,,
ST200457,A,4,6/1/2020,6,,,,,4,25,1,,17,,,,
ST200457,B,4,6/1/2020,1,,,,1,2,81,1,,17,,,,
ST200458,A,4,6/1/2020,2,,,,1,2,14,,,24,,,,
ST200458,B,4,6/1/2020,2,1,,,2,3,21,,,20,,,,
ST200459,A,4,6/1/2020,1,,,,,4,88,,,28,,,,
ST200459,B,4,6/1/2020,2,,,,2,3,27,8,,14,,,,
ST200460,A,4,6/1/2020,2,1,,,3,5,32,4,,35,,,,
ST200460,B,4,6/1/2020,2,,,,,2,28,8,,20,,,,
