sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small,dup
ST190310,A,6,2019-05-20,1,NA,NA,NA,NA,NA,84,NA,NA,6,0
ST190310,B,6,2019-05-20,8,NA,NA,NA,NA,NA,123,NA,NA,4,0
ST190386,A,6,2019-06-02,3,NA,NA,NA,NA,NA,23,NA,NA,1,0
ST190386,B,6,2019-06-02,2,NA,NA,NA,NA,NA,52,NA,NA,1,0
ST190387,A,6,2019-06-02,NA,NA,NA,NA,NA,NA,26,NA,NA,3,0
ST190387,B,6,2019-06-02,1,NA,NA,NA,1,NA,10,NA,NA,1,0
ST190388,A,6,2019-06-02,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,0
ST190388,B,6,2019-06-02,6,NA,NA,NA,NA,NA,48,1,NA,1,0
ST190389,A,6,2019-06-02,1,NA,NA,NA,NA,NA,17,NA,NA,NA,0
ST190389,B,6,2019-06-02,2,NA,NA,NA,NA,NA,46,NA,NA,NA,0
ST190390,A,6,2019-06-02,NA,1,NA,NA,NA,NA,53,NA,NA,1,0
ST190390,B,6,2019-06-02,3,1,NA,NA,NA,NA,69,NA,NA,2,0
ST190426,A,6,2019-06-10,1,4,2,NA,2,4,104,NA,NA,6,0
ST190426,B,6,2019-06-10,1,1,NA,NA,1,8,99,NA,NA,8,0
ST190427,A,6,2019-06-10,3,1,NA,NA,NA,NA,76,NA,NA,8,0
ST190427,B,6,2019-06-10,1,3,NA,NA,NA,NA,78,NA,NA,8,0
ST190428,A,6,2019-06-10,NA,NA,NA,NA,NA,1,61,NA,NA,3,0
ST190428,B,6,2019-06-10,2,3,NA,NA,NA,1,132,NA,NA,1,0
ST190429,A,6,2019-06-10,1,NA,NA,NA,2,NA,123,NA,NA,2,0
ST190429,B,6,2019-06-10,2,NA,NA,NA,NA,NA,102,NA,NA,2,0
ST190466,A,6,2019-06-17,NA,NA,1,NA,NA,NA,16,4,NA,6,0
ST190466,B,6,2019-06-17,3,NA,1,NA,2,3,20,5,NA,6,0
ST190467,A,6,2019-06-17,1,2,NA,NA,2,NA,14,5,NA,NA,0
ST190467,B,6,2019-06-17,2,4,NA,NA,NA,NA,11,1,NA,5,0
ST190468,A,6,2019-06-17,1,2,NA,NA,NA,NA,20,6,NA,NA,0
ST190468,B,6,2019-06-17,2,2,NA,NA,NA,NA,33,3,NA,3,0
ST190469,A,6,2019-06-17,1,NA,NA,NA,NA,NA,32,7,NA,3,0
ST190469,B,6,2019-06-17,NA,1,1,NA,NA,NA,24,10,NA,NA,0
ST190470,A,6,2019-06-17,NA,1,NA,NA,NA,1,22,5,NA,2,0
ST190470,B,6,2019-06-17,1,1,NA,NA,NA,NA,16,7,NA,1,0
ST190506,A,6,2019-06-24,1,3,1,NA,NA,3,22,9,NA,NA,0
ST190506,B,6,2019-06-24,NA,1,NA,NA,NA,2,19,10,NA,NA,0
ST190507,A,6,2019-06-24,1,1,NA,NA,3,NA,30,3,NA,1,0
ST190507,B,6,2019-06-24,NA,1,1,NA,2,2,22,8,NA,1,0
ST190508,A,6,2019-06-24,2,NA,NA,NA,NA,3,29,3,NA,1,0
ST190508,B,6,2019-06-24,10,3,NA,NA,NA,2,27,8,NA,1,0
ST190509,A,6,2019-06-24,2,1,NA,NA,NA,3,29,1,NA,1,0
ST190509,B,6,2019-06-24,2,1,NA,NA,NA,3,22,3,NA,1,0
ST190510,A,6,2019-06-24,3,3,NA,NA,4,NA,11,5,NA,NA,0
ST190510,B,6,2019-06-24,3,4,NA,NA,NA,4,30,3,NA,1,0
ST190546,A,6,2019-07-01,4,NA,3,NA,1,2,33,NA,NA,NA,0
ST190546,B,6,2019-07-01,1,NA,NA,NA,NA,2,17,5,NA,1,0
ST190547,A,6,2019-07-01,1,NA,NA,NA,1,1,45,4,NA,3,0
ST190547,B,6,2019-07-01,NA,NA,NA,NA,1,1,24,3,NA,NA,0
ST190548,A,6,2019-07-01,2,NA,NA,NA,1,4,20,2,NA,NA,0
ST190548,B,6,2019-07-01,1,NA,NA,NA,NA,5,13,3,NA,1,0
ST190549,A,6,2019-07-01,2,NA,NA,NA,NA,1,20,1,NA,3,0
ST190549,B,6,2019-07-01,3,2,NA,NA,NA,2,52,3,NA,2,0
ST190550,A,6,2019-07-01,3,4,NA,NA,NA,2,42,NA,NA,2,0
ST190550,B,6,2019-07-01,1,1,NA,NA,NA,2,38,6,NA,3,0
ST190586,A,6,2019-07-08,3,2,1,NA,1,2,19,1,NA,34,0
ST190586,B,6,2019-07-08,2,NA,2,NA,1,NA,24,1,NA,32,0
ST190587,A,6,2019-07-08,NA,NA,NA,NA,1,1,13,3,NA,9,0
ST190587,B,6,2019-07-08,1,1,3,NA,NA,1,33,5,NA,21,0
ST190588,A,6,2019-07-08,NA,NA,7,NA,2,2,17,5,NA,14,0
ST190588,B,6,2019-07-08,3,NA,4,NA,1,3,15,3,NA,5,0
ST190589,A,6,2019-07-08,NA,NA,1,NA,2,1,26,7,NA,8,0
ST190589,B,6,2019-07-08,1,1,NA,NA,1,NA,10,2,NA,8,0
ST190590,A,6,2019-07-08,1,1,NA,NA,1,1,11,2,NA,14,0
ST190590,B,6,2019-07-08,NA,NA,NA,NA,NA,NA,21,3,NA,8,0
ST190626,A,6,2019-07-15,1,NA,NA,NA,2,NA,9,7,3,15,0
ST190626,B,6,2019-07-15,1,NA,NA,NA,4,1,6,2,1,9,0
ST190627,A,6,2019-07-15,3,NA,4,NA,1,2,12,2,7,13,0
ST190627,B,6,2019-07-15,4,1,1,NA,NA,1,10,2,3,6,0
ST190628,A,6,2019-07-15,3,NA,NA,NA,NA,1,2,NA,NA,10,0
ST190628,B,6,2019-07-15,NA,NA,NA,NA,NA,1,7,2,NA,10,0
ST190629,A,6,2019-07-15,3,2,NA,NA,NA,NA,14,2,NA,11,0
ST190629,B,6,2019-07-15,6,1,NA,NA,NA,1,12,2,NA,19,0
ST190630,A,6,2019-07-15,3,2,NA,NA,NA,2,8,2,NA,54,0
ST190630,B,6,2019-07-15,4,NA,NA,NA,2,3,9,3,NA,68,0
ST190666,A,6,2019-07-22,1,1,NA,NA,NA,1,13,1,NA,16,0
ST190666,B,6,2019-07-22,NA,NA,NA,NA,NA,1,7,NA,NA,16,0
ST190667,A,6,2019-07-22,2,1,NA,NA,NA,NA,7,2,NA,12,0
ST190667,B,6,2019-07-22,1,NA,NA,NA,1,NA,11,1,NA,2,0
ST190668,A,6,2019-07-22,2,NA,NA,NA,NA,2,9,1,NA,5,0
ST190668,B,6,2019-07-22,NA,NA,NA,NA,NA,1,12,NA,NA,3,0
ST190669,A,6,2019-07-22,1,NA,2,NA,NA,2,12,1,NA,3,0
ST190669,B,6,2019-07-22,NA,2,NA,NA,NA,1,10,NA,NA,NA,0
ST190670,A,6,2019-07-22,1,NA,1,NA,1,2,15,NA,1,2,0
ST190670,B,6,2019-07-22,1,NA,NA,NA,7,2,6,NA,NA,3,0
ST190706,A,6,2019-07-29,6,4,NA,NA,NA,NA,4,NA,1,3,0
ST190706,B,6,2019-07-29,3,NA,1,NA,NA,NA,12,1,NA,1,0
ST190707,A,6,2019-07-29,NA,4,NA,NA,NA,2,15,NA,NA,4,0
ST190707,B,6,2019-07-29,NA,NA,NA,NA,1,NA,8,NA,NA,1,0
ST190708,A,6,2019-07-29,NA,8,2,NA,1,NA,18,4,NA,NA,0
ST190708,B,6,2019-07-29,NA,4,NA,NA,1,NA,17,NA,NA,1,0
ST190709,A,6,2019-07-29,NA,2,NA,NA,NA,9,9,NA,NA,NA,0
ST190709,B,6,2019-07-29,1,2,NA,NA,NA,1,9,1,NA,2,0
ST190710,A,6,2019-07-29,1,7,1,NA,NA,1,2,7,NA,NA,0
ST190710,B,6,2019-07-29,2,3,1,NA,NA,NA,15,4,NA,NA,0
ST190746,A,6,2019-08-05,2,6,NA,NA,NA,1,11,NA,NA,2,0
ST190746,B,6,2019-08-05,1,NA,NA,NA,NA,NA,11,NA,NA,1,0
ST190747,A,6,2019-08-05,NA,NA,NA,NA,1,1,29,1,NA,NA,0
ST190747,B,6,2019-08-05,NA,12,NA,NA,NA,NA,21,1,NA,1,0
ST190748,A,6,2019-08-05,2,2,3,NA,1,1,15,NA,NA,3,0
ST190748,B,6,2019-08-05,NA,8,2,NA,1,NA,13,2,NA,NA,0
ST190749,A,6,2019-08-05,NA,2,NA,NA,NA,1,20,NA,NA,8,0
ST190749,B,6,2019-08-05,1,7,NA,NA,NA,NA,20,NA,NA,5,0
ST190750,A,6,2019-08-05,NA,4,NA,NA,3,1,12,1,NA,1,0
ST190750,B,6,2019-08-05,1,6,1,NA,4,NA,13,1,NA,3,0
ST190786,A,6,2019-08-12,4,6,NA,NA,4,NA,4,1,NA,1,0
ST190786,B,6,2019-08-12,1,10,NA,NA,NA,NA,9,NA,NA,NA,0
ST190787,A,6,2019-08-12,NA,2,NA,NA,1,1,14,6,NA,1,0
ST190787,B,6,2019-08-12,NA,13,NA,NA,NA,NA,7,5,NA,1,0
ST190788,A,6,2019-08-12,NA,7,NA,NA,NA,1,NA,2,NA,1,0
ST190788,B,6,2019-08-12,1,NA,NA,NA,1,NA,11,1,NA,4,0
ST190789,A,6,2019-08-12,NA,11,NA,NA,NA,1,9,1,NA,1,0
ST190789,B,6,2019-08-12,1,2,NA,NA,NA,NA,7,4,NA,3,0
ST190790,A,6,2019-08-12,NA,7,NA,NA,NA,3,1,2,NA,3,0
ST190790,B,6,2019-08-12,NA,2,NA,NA,NA,1,9,1,NA,5,0
ST190826,A,6,2019-08-19,1,1,NA,NA,NA,NA,8,1,NA,1,0
ST190826,B,6,2019-08-19,NA,12,NA,NA,NA,1,7,2,NA,2,0
ST190827,A,6,2019-08-19,NA,6,NA,NA,NA,NA,7,2,NA,NA,0
ST190827,B,6,2019-08-19,NA,5,NA,NA,NA,NA,3,NA,NA,NA,0
ST190828,A,6,2019-08-19,1,3,NA,NA,NA,NA,4,NA,NA,NA,0
ST190828,B,6,2019-08-19,NA,1,NA,NA,NA,NA,11,2,NA,NA,0
ST190829,A,6,2019-08-19,NA,9,NA,NA,NA,1,8,NA,NA,NA,0
ST190829,B,6,2019-08-19,1,NA,NA,NA,NA,NA,8,2,NA,NA,0
ST190830,A,6,2019-08-19,NA,2,NA,NA,NA,1,2,NA,NA,NA,0
ST190830,B,6,2019-08-19,NA,9,1,NA,NA,1,5,NA,NA,2,0
ST190866,A,6,2019-08-26,NA,2,1,NA,1,NA,10,NA,NA,NA,0
ST190866,B,6,2019-08-26,1,7,NA,NA,NA,1,10,NA,NA,1,0
ST190867,A,6,2019-08-26,NA,4,NA,NA,NA,NA,10,2,NA,NA,0
ST190867,B,6,2019-08-26,NA,1,NA,NA,1,NA,6,NA,NA,NA,0
ST190868,A,6,2019-08-26,NA,5,NA,NA,NA,NA,5,NA,NA,1,0
ST190868,B,6,2019-08-26,NA,6,NA,NA,NA,NA,4,NA,NA,1,0
ST190869,A,6,2019-08-26,NA,3,NA,NA,NA,1,6,1,NA,1,0
ST190869,B,6,2019-08-26,NA,1,NA,NA,NA,NA,7,1,NA,NA,0
ST190870,A,6,2019-08-26,1,4,1,2,NA,NA,3,NA,NA,NA,0
ST190870,B,6,2019-08-26,1,11,1,NA,NA,NA,6,NA,NA,1,0
ST190906,A,6,2019-09-03,1,1,NA,NA,NA,NA,9,1,NA,1,0
ST190906,B,6,2019-09-03,NA,4,NA,NA,NA,NA,3,1,NA,NA,0
ST190907,A,6,2019-09-03,NA,4,NA,NA,NA,1,6,4,NA,NA,0
ST190907,B,6,2019-09-03,1,1,NA,NA,NA,NA,5,3,NA,NA,0
ST190908,A,6,2019-09-03,NA,1,NA,NA,NA,NA,3,2,NA,NA,0
ST190908,B,6,2019-09-03,1,2,NA,NA,NA,NA,3,NA,NA,NA,0
ST190909,A,6,2019-09-03,NA,4,NA,NA,NA,NA,3,3,NA,NA,0
ST190909,B,6,2019-09-03,2,3,NA,NA,NA,NA,7,5,NA,NA,0
ST190910,A,6,2019-09-03,NA,1,1,NA,2,NA,3,1,NA,NA,0
ST190910,B,6,2019-09-03,2,3,NA,NA,NA,NA,8,NA,NA,NA,0
ST190946,A,6,2019-09-09,NA,NA,NA,NA,NA,NA,4,2,NA,NA,0
ST190946,B,6,2019-09-09,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,0
ST190947,A,6,2019-09-09,1,NA,NA,NA,NA,NA,6,NA,NA,NA,0
ST190947,B,6,2019-09-09,NA,1,NA,NA,NA,NA,1,1,NA,NA,0
ST190948,A,6,2019-09-09,NA,NA,NA,NA,1,1,9,NA,NA,NA,0
ST190948,B,6,2019-09-09,NA,1,NA,NA,NA,NA,4,2,NA,NA,0
ST190949,A,6,2019-09-09,NA,2,1,NA,NA,NA,4,NA,NA,NA,0
ST190949,B,6,2019-09-09,NA,NA,NA,NA,NA,1,4,NA,NA,NA,0
ST190950,A,6,2019-09-09,3,NA,1,NA,NA,NA,6,3,NA,NA,0
ST190950,B,6,2019-09-09,NA,1,NA,NA,NA,NA,4,6,NA,NA,0
ST190986,A,6,2019-09-16,NA,NA,NA,NA,NA,NA,9,1,NA,NA,0
ST190986,B,6,2019-09-16,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0
ST190987,A,6,2019-09-16,NA,1,NA,NA,NA,NA,3,2,NA,NA,0
ST190987,B,6,2019-09-16,NA,1,NA,NA,NA,NA,5,6,NA,NA,0
ST190988,A,6,2019-09-16,NA,NA,NA,NA,NA,2,10,1,NA,NA,0
ST190988,B,6,2019-09-16,NA,1,NA,NA,NA,1,7,1,NA,NA,0
ST190989,A,6,2019-09-16,3,NA,NA,NA,NA,1,5,NA,NA,NA,0
ST190989,B,6,2019-09-16,NA,NA,1,NA,NA,NA,7,NA,NA,2,0
ST190990,A,6,2019-09-16,3,1,NA,NA,NA,NA,2,1,NA,NA,0
ST190990,B,6,2019-09-16,1,NA,NA,NA,NA,NA,6,NA,NA,NA,0
ST191026,A,6,2019-09-23,NA,2,NA,NA,NA,1,7,3,NA,NA,0
ST191026,B,6,2019-09-23,NA,NA,NA,NA,1,NA,7,3,NA,NA,0
ST191027,A,6,2019-09-23,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0
ST191027,B,6,2019-09-23,1,NA,NA,NA,NA,NA,6,2,NA,NA,0
ST191028,A,6,2019-09-23,NA,1,NA,NA,NA,3,14,3,NA,NA,0
ST191028,B,6,2019-09-23,1,NA,NA,NA,NA,NA,10,NA,NA,NA,0
ST191029,A,6,2019-09-23,1,NA,NA,NA,NA,NA,9,1,NA,NA,0
ST191029,B,6,2019-09-23,NA,1,NA,NA,NA,NA,3,4,NA,NA,0
ST191030,A,6,2019-09-23,NA,NA,NA,NA,1,1,9,3,NA,NA,0
ST191030,B,6,2019-09-23,1,2,NA,NA,NA,NA,6,1,NA,1,0
ST191066,A,6,2019-09-30,NA,1,NA,NA,NA,NA,7,4,NA,NA,0
ST191066,B,6,2019-09-30,2,NA,NA,NA,NA,NA,NA,2,NA,NA,0
ST191067,A,6,2019-09-30,NA,1,NA,NA,NA,NA,4,NA,NA,NA,0
ST191067,B,6,2019-09-30,NA,NA,1,NA,NA,NA,5,2,NA,1,0
ST191068,A,6,2019-09-30,NA,NA,NA,NA,NA,NA,4,1,NA,NA,0
ST191068,B,6,2019-09-30,NA,NA,NA,NA,NA,NA,7,2,NA,NA,0
ST191069,A,6,2019-09-30,NA,NA,NA,NA,NA,NA,6,1,NA,NA,0
ST191069,B,6,2019-09-30,NA,1,NA,NA,NA,NA,10,2,NA,NA,0
ST191070,A,6,2019-09-30,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0
ST191070,B,6,2019-09-30,NA,NA,NA,NA,NA,3,5,1,NA,NA,0
ST191106,A,6,2019-10-07,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0
ST191106,B,6,2019-10-07,1,NA,NA,NA,NA,NA,3,1,NA,NA,0
ST191107,A,6,2019-10-07,5,NA,NA,NA,NA,NA,5,3,NA,NA,0
ST191107,B,6,2019-10-07,2,NA,NA,NA,NA,NA,1,1,NA,1,0
ST191108,A,6,2019-10-07,2,NA,NA,NA,NA,NA,13,4,NA,NA,0
ST191108,B,6,2019-10-07,1,NA,NA,NA,NA,NA,4,2,NA,NA,0
ST191109,A,6,2019-10-07,2,NA,NA,NA,NA,1,6,3,NA,NA,0
ST191109,B,6,2019-10-07,1,NA,NA,NA,NA,NA,7,1,NA,1,0
ST191110,A,6,2019-10-07,NA,NA,NA,NA,NA,NA,3,2,NA,NA,0
ST191110,B,6,2019-10-07,2,NA,NA,NA,NA,NA,3,1,NA,1,0
ST191146,A,6,2019-10-15,1,1,NA,NA,1,NA,22,NA,2,1,0
ST191146,B,6,2019-10-15,2,NA,NA,NA,NA,3,3,5,NA,NA,0
ST191147,A,6,2019-10-15,1,NA,NA,NA,NA,2,9,4,NA,NA,0
ST191147,B,6,2019-10-15,NA,NA,NA,NA,NA,NA,14,3,NA,NA,0
ST191148,A,6,2019-10-15,2,NA,NA,NA,NA,NA,6,2,NA,NA,0
ST191148,B,6,2019-10-15,NA,NA,NA,NA,NA,2,10,2,NA,NA,0
ST191149,A,6,2019-10-15,1,NA,NA,NA,NA,NA,4,4,NA,NA,0
ST191149,B,6,2019-10-15,1,NA,1,NA,NA,2,8,NA,NA,NA,0
ST191150,A,6,2019-10-15,1,NA,NA,NA,1,2,4,1,NA,NA,0
ST191150,B,6,2019-10-15,1,NA,NA,NA,NA,1,5,3,NA,1,0
ST191186,A,6,2019-10-21,3,NA,NA,NA,NA,NA,9,2,NA,1,0
ST191186,B,6,2019-10-21,5,NA,NA,NA,NA,1,5,2,NA,NA,0
ST191187,A,6,2019-10-21,9,NA,NA,NA,NA,NA,6,1,NA,NA,0
ST191187,B,6,2019-10-21,3,NA,NA,NA,NA,NA,4,1,NA,NA,0
ST191188,A,6,2019-10-21,15,4,NA,NA,NA,NA,29,5,NA,NA,0
ST191188,B,6,2019-10-21,7,NA,NA,NA,NA,1,12,NA,NA,NA,0
ST191189,A,6,2019-10-21,6,1,NA,NA,NA,NA,6,NA,NA,NA,0
ST191189,B,6,2019-10-21,6,NA,NA,NA,NA,NA,17,2,NA,NA,0
ST191190,A,6,2019-10-21,1,NA,NA,NA,NA,1,13,NA,NA,NA,0
ST191190,B,6,2019-10-21,11,NA,NA,NA,NA,NA,14,4,NA,NA,0
ST191226,A,6,2019-10-28,13,NA,NA,NA,1,1,38,12,NA,2,0
ST191226,B,6,2019-10-28,5,NA,NA,NA,NA,NA,27,7,NA,1,0
ST191227,A,6,2019-10-28,20,3,2,NA,NA,2,38,7,NA,2,0
ST191227,B,6,2019-10-28,53,1,NA,NA,NA,NA,83,4,NA,1,0
ST191228,A,6,2019-10-28,23,NA,NA,NA,NA,NA,45,12,NA,NA,0
ST191228,B,6,2019-10-28,8,NA,NA,NA,NA,2,14,3,NA,1,0
ST191229,A,6,2019-10-28,17,2,NA,NA,NA,NA,17,10,NA,NA,0
ST191229,B,6,2019-10-28,10,NA,NA,NA,NA,NA,12,5,NA,NA,0
ST191230,A,6,2019-10-28,11,NA,NA,NA,NA,NA,16,6,NA,NA,0
ST191230,B,6,2019-10-28,9,2,NA,NA,NA,NA,36,2,NA,NA,0
ST191266,A,6,2019-11-04,1,1,NA,NA,NA,NA,15,6,NA,NA,0
ST191266,B,6,2019-11-04,6,1,NA,NA,NA,1,23,7,NA,NA,0
ST191267,A,6,2019-11-04,1,1,NA,NA,NA,NA,7,2,NA,NA,0
ST191267,B,6,2019-11-04,3,NA,NA,NA,NA,NA,12,7,NA,NA,0
ST191268,A,6,2019-11-04,1,NA,NA,NA,NA,NA,10,4,NA,NA,0
ST191268,B,6,2019-11-04,10,1,NA,NA,NA,NA,22,1,NA,NA,0
ST191269,A,6,2019-11-04,6,NA,NA,NA,NA,NA,16,NA,NA,1,0
ST191269,B,6,2019-11-04,9,1,NA,NA,NA,NA,50,10,NA,NA,0
ST191270,A,6,2019-11-04,1,1,NA,NA,NA,NA,16,7,NA,NA,0
ST191270,B,6,2019-11-04,4,NA,NA,NA,NA,NA,26,5,NA,NA,0
ST191306,A,6,2019-11-11,2,NA,NA,NA,NA,NA,4,NA,NA,NA,0
ST191306,B,6,2019-11-11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0
ST191307,A,6,2019-11-11,4,NA,NA,NA,NA,NA,4,NA,NA,NA,0
ST191307,B,6,2019-11-11,2,NA,NA,NA,NA,NA,1,1,NA,NA,0
ST191308,A,6,2019-11-11,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
ST191308,B,6,2019-11-11,1,NA,NA,NA,NA,NA,5,NA,NA,NA,0
ST191309,A,6,2019-11-11,3,NA,NA,NA,NA,NA,8,1,NA,NA,0
ST191309,B,6,2019-11-11,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0
ST191310,A,6,2019-11-11,7,NA,NA,NA,NA,NA,3,NA,NA,NA,0
ST191310,B,6,2019-11-11,3,NA,NA,NA,NA,NA,2,NA,NA,NA,0
ST190346,A,6,2020-05-28,3,NA,NA,NA,1,1,167,NA,NA,6,0
ST190346,B,6,2020-05-28,8,NA,NA,NA,NA,NA,201,NA,NA,3,0
ST190347,A,6,2020-05-28,1,1,NA,NA,NA,NA,160,NA,NA,9,0
ST190347,B,6,2020-05-28,1,NA,NA,NA,NA,5,162,NA,NA,6,0
ST190348,A,6,2020-05-28,4,NA,NA,NA,1,1,199,NA,NA,7,0
ST190348,B,6,2020-05-28,2,NA,NA,NA,NA,NA,84,NA,NA,5,0
ST190349,A,6,2020-05-28,2,NA,NA,NA,NA,NA,143,NA,NA,2,0
ST190349,B,6,2020-05-28,5,NA,NA,NA,NA,NA,241,NA,NA,2,0
ST190350,A,6,2020-05-28,2,NA,NA,NA,NA,NA,154,NA,NA,15,0
ST190350,B,6,2020-05-28,NA,NA,NA,NA,1,1,116,NA,NA,NA,0
NA,1,9,2018-05-21,10,2,NA,NA,NA,3,16,2,NA,10,0
NA,10,9,2018-05-21,3,1,NA,NA,NA,2,7,5,NA,6,0
NA,2,9,2018-05-21,3,1,NA,NA,1,4,6,NA,NA,7,0
NA,3,9,2018-05-21,2,3,NA,NA,NA,NA,6,2,NA,NA,0
NA,4,9,2018-05-21,4,1,NA,NA,NA,NA,13,2,NA,5,0
NA,5,9,2018-05-21,4,1,NA,NA,NA,NA,8,2,NA,3,0
NA,6,9,2018-05-21,3,NA,NA,NA,NA,2,7,1,NA,3,0
NA,7,9,2018-05-21,2,NA,NA,NA,NA,NA,67,NA,NA,NA,0
NA,8,9,2018-05-21,4,2,NA,NA,1,NA,29,NA,NA,2,0
NA,9,9,2018-05-21,3,NA,NA,NA,1,1,17,2,NA,8,0
NA,1,9,2018-05-29,5,4,NA,NA,1,2,21,9,NA,32,0
NA,10,9,2018-05-29,7,NA,NA,NA,NA,NA,10,1,NA,5,0
NA,2,9,2018-05-29,4,1,NA,NA,NA,NA,8,6,NA,14,0
NA,3,9,2018-05-29,4,5,NA,NA,NA,2,19,13,NA,13,0
NA,4,9,2018-05-29,1,3,NA,NA,NA,3,10,5,NA,11,0
NA,5,9,2018-05-29,11,6,NA,NA,NA,NA,51,4,NA,12,0
NA,6,9,2018-05-29,12,2,NA,NA,1,NA,13,4,NA,6,0
NA,7,9,2018-05-29,4,1,NA,NA,NA,3,35,6,NA,8,0
NA,8,9,2018-05-29,NA,NA,NA,NA,NA,NA,11,2,NA,3,0
NA,9,9,2018-05-29,2,3,NA,NA,NA,NA,47,10,NA,13,0
NA,1,9,2018-06-04,4,NA,NA,NA,NA,1,11,NA,NA,8,0
NA,10,9,2018-06-04,3,2,NA,NA,1,2,22,NA,NA,18,0
NA,2,9,2018-06-04,4,NA,NA,NA,NA,NA,29,NA,NA,7,0
NA,3,9,2018-06-04,6,NA,1,NA,NA,1,40,NA,NA,16,0
NA,4,9,2018-06-04,2,NA,1,NA,1,NA,33,NA,NA,7,0
NA,5,9,2018-06-04,4,NA,NA,NA,NA,1,27,NA,NA,NA,0
NA,6,9,2018-06-04,14,NA,NA,NA,NA,2,67,NA,NA,12,0
NA,7,9,2018-06-04,13,1,NA,NA,NA,2,44,NA,NA,18,0
NA,8,9,2018-06-04,6,2,NA,NA,1,1,20,NA,NA,22,0
NA,9,9,2018-06-04,3,4,NA,NA,NA,1,33,NA,NA,36,0
NA,1,9,2018-06-11,15,NA,NA,NA,NA,NA,26,NA,NA,2,0
NA,10,9,2018-06-11,1,NA,NA,NA,NA,NA,11,NA,NA,2,0
NA,2,9,2018-06-11,2,NA,NA,NA,NA,1,27,NA,NA,5,0
NA,3,9,2018-06-11,2,1,NA,NA,NA,2,70,NA,NA,7,0
NA,4,9,2018-06-11,NA,3,NA,NA,1,NA,31,NA,NA,4,0
NA,5,9,2018-06-11,NA,3,NA,NA,1,NA,13,NA,NA,4,0
NA,6,9,2018-06-11,6,1,NA,NA,1,3,55,NA,NA,24,0
NA,7,9,2018-06-11,3,1,NA,NA,NA,NA,14,NA,NA,3,0
NA,8,9,2018-06-11,4,2,NA,NA,NA,NA,77,NA,NA,8,0
NA,9,9,2018-06-11,2,NA,NA,NA,NA,1,35,NA,NA,4,0
NA,1,9,2018-06-18,1,NA,NA,NA,1,3,20,NA,NA,6,0
NA,10,9,2018-06-18,2,NA,NA,NA,NA,3,64,NA,NA,18,0
NA,2,9,2018-06-18,3,NA,NA,NA,1,2,27,NA,NA,4,0
NA,3,9,2018-06-18,4,1,1,NA,NA,4,66,NA,NA,8,0
NA,4,9,2018-06-18,3,2,NA,NA,NA,7,41,NA,NA,NA,0
NA,5,9,2018-06-18,3,3,NA,NA,NA,4,45,NA,NA,36,0
NA,6,9,2018-06-18,3,3,1,NA,3,NA,56,NA,NA,34,0
NA,7,9,2018-06-18,4,8,2,NA,3,NA,41,NA,NA,NA,0
NA,8,9,2018-06-18,3,1,1,NA,NA,1,45,NA,NA,31,0
NA,9,9,2018-06-18,3,1,NA,NA,NA,NA,21,NA,NA,NA,0
NA,1,9,2018-06-25,6,8,NA,NA,NA,4,30,NA,NA,25,0
NA,10,9,2018-06-25,10,5,NA,NA,NA,NA,19,NA,NA,6,0
NA,2,9,2018-06-25,1,NA,1,NA,NA,1,27,NA,NA,62,0
NA,3,9,2018-06-25,6,6,NA,NA,1,1,30,NA,NA,48,0
NA,4,9,2018-06-25,2,7,NA,NA,1,1,11,NA,NA,13,0
NA,5,9,2018-06-25,5,1,NA,NA,NA,3,27,NA,NA,14,0
NA,6,9,2018-06-25,1,1,1,NA,NA,NA,5,NA,NA,4,0
NA,7,9,2018-06-25,4,1,1,NA,NA,1,12,NA,NA,13,0
NA,8,9,2018-06-25,6,1,NA,NA,NA,4,52,NA,NA,27,0
NA,9,9,2018-06-25,5,NA,1,NA,NA,2,26,NA,NA,17,0
NA,1,9,2018-07-02,11,NA,1,NA,NA,2,18,NA,NA,10,0
NA,10,9,2018-07-02,2,4,NA,NA,1,2,11,NA,NA,2,0
NA,2,9,2018-07-02,25,NA,NA,NA,NA,2,10,NA,NA,12,0
NA,3,9,2018-07-02,5,1,NA,NA,NA,3,14,NA,NA,12,0
NA,4,9,2018-07-02,2,NA,1,NA,NA,2,5,NA,NA,6,0
NA,5,9,2018-07-02,4,2,NA,NA,NA,NA,15,NA,NA,25,0
NA,6,9,2018-07-02,10,2,NA,NA,NA,NA,18,NA,NA,33,0
NA,7,9,2018-07-02,6,NA,4,NA,NA,2,25,NA,NA,19,0
NA,8,9,2018-07-02,4,NA,NA,NA,NA,NA,22,NA,NA,6,0
NA,9,9,2018-07-02,4,NA,NA,NA,NA,1,20,NA,NA,53,0
